review,sentiment
"I watch all films with an open mind and went into this 3 hour long film without any preconceptions.This film really let itself down. The writers completely changed some of the characters, they tried to make it funny and failed at every attempt where it was cringe worthy and boring. The story was dragged out to its limit and went on for way to long.Don't waste your money at the cinema, maybe Google the outcome.",negative
"Ten years the MCU has been with us, and through all these years I've been watching their films and grading them like a teacher grades homework. Sometimes too harshly maybe. Today I'll be at my most benevolent, so the rating might be somewhat biased.Let's be honest. All the previous MCU movies, except the Captain America ones, were inherently flawed (as Thanos would've said, those flaws were ""inevitable""). Not because of the writing or the visuals, but because of the heroes' nature. Only Steve Rogers was both mature and complete from within, so his story was always solid and compelling on all levels. All the other ""heroes"" were more or less kids in powersuits, fighting their own childhood traumas or searching for their purpose. And, as much as I love the coming-of-age movies, a certain annoying goofiness is always their prominent part.But not today. Thanos' Snap didn't just remove a half of the universe's population - it forced everyone to re-evaluate their whole modi operandi. When so many people just... vanish all of a sudden, you just can't stay the same, especially if you feel like it's in a way your fault.And this turn has given us the first hour of this film, maybe the deepest and the most sincere hour in the history of the superhero genre. The post-apocalyptic fright isn't anything new, but this time it's not about the actual survival, but rather trying to accept the new reality, in which, by some lucky coincidence, you were... allowed to live, while some people hadn't been.This, and the whole grandeur of the culmination, are the things that mark out Endgame as a masterpiece of its kind, which deserves to be remembered. The rest is a pretty typical Marvel'esque stuff, lots of pathos and bright CGI effects. Towards the end the movie becomes almost too sentimental, but I guess I would be too, if that universe became my second family for ten years.One more thing. I've been a part of the Team Cap since his first film, and I rooted for his side in Civil War. But this time Steve Rogers and Tony Stark managed to play it together and create a duo that truly shines. I guess when a story that big comes to an end, everyone has a chance to be a hero without overshadowing anyone else.",positive
Rating 10/10 Absolute perfection end game !! Good acting performance to all the characters. Great cgi's. Truly epic & perfect ending to a long journey of marvel movie.,positive
"This movie gets nine and a half stars for anyone seeing all the mainstream Marvel films. It ties everything together so wonderfully. Such clever writing. Only a couple of small problems, clunkers added by Disney to sell their woke version of political correctness, but on every other level, extremely well done.",positive
"I watched it two times and it's still my fave in the MCU yet. Even though there's unexpectedly infrequent action, it still is an outstanding climax of an epic journey. I was slightly crying during the deaths, but whatevs. Definitely a A plus",positive
"What I have to admit and praise is the fact that this movie is really unpredictable.Everyone was thinking that the whole 3-hour-long plot will be focused on killing Thanos. And after 30 minutes you have him decapitated and you're thinking ""So
now what?"".That was the 1st Act's master move. You could empathize with the heroes who had their revenge and still nothing has changed. You could feel the void they feel. And you kept wondering what they are going to do now.So the 1st act was about grief and void.In the 2nd Act they start working with the time-machine. This part is very entertaining and nice. Although at first I felt it might be a little bit too complicated I think it's a very nice move to wrap up the whole story. You could see how the heroes has changed since then and feel some nostalgia.So the 2nd act is about memories, wrapping up the story and fun.And then comes the 3rd act - the final battle with Thanos and his army. And here's where Russo brothers made a stupid mistake. And as a consequence lost all the tension.What's the mistake about?In superheroes movies one of the most important thing is the characters' power level. You know that Black Widow is strong, Captain America is stronger, Hulk is even stronger and Thanos is even stronger than all of them combined. You have the hierarchy.It's very important since watching a fight between Black Widow and Thanos wouldn't give any suspense at all. You know their power levels, you know that Thanos is much stronger so you know the outcome of their fight. It's predictable.There are options to improve someone's power level. Iron Man gets better suits, Captain Marvel gets rid of the device that controls her, Thor gets a new axe and so on.What's exciting about Superhero movies is the fact that their Villains also gets stronger. In the 1st part they fought Loki. In the 2nd they fought Ultron. In the 3rd they fought Infinity-Gauntlet Thanos. And in the 4th...They fight Thanos and his army. More or less the same fight that they had in Wakanda. But there's one important difference. Thanos doesn't have the Infinity Gauntlet. So Endgame Thanos is much weaker than Infinity War Thanos. How much weaker? Maybe 2 maybe 5 maybe 10 times.Why it's that important?At the end of the Infinity War Thor arrives to Wakanda with Stormbreaker. He almost single-handedly destroys the whole Thanos' army, ships included. Then he wins with Infinity Gauntlet Thanos. Which means Infinity War's Thor is the most powerful creature in the Universe.He 'should've gone for the head' and he lets Thanos snap his fingers but the point has been made.Stormbreaker Thor > Infinity Gauntlet ThanosSo the Russo brothers went for making Thor weaker which was funny move. And it could be okay if they took into account that Endgame Thanos doesn't have the Gauntlet.So let's come back to the Endgame last fight.On the superheroes side:
You have out-of-shape but still Mjolnir-worthy Thor.
You have Captain Marvel.
You have Scarlett Witch.
You have Captain America with Mjolnir.
You have Dr Strange.And you have handful of other superheroes. And Wakanda's army.On the Villain's side:
You have Thanos without Infinity Gauntlet (like 2-5-10 times weaker than the one with a Gauntlet).
You have his disciples.
You have his army.It doesn't make sense on a Power Level dimension.As Thor has already defeated all the Villain's side with much stronger Thanos now it's obvious that they're going to win. Maybe he's out of shape and he lost like 50% of his power. But still he's stronger than the whole Villain's side combined.And he has Captain Marvel, Scarlett Witch, Captain America, Dr Stranger and all the other guys to help.So it's like watching Thanos vs. Black Widow. No tension at all.And that's why the last Act has been spoilt by a stupid mistake. Sorry to see that as I really wanted the most epic battle of the 22-movie series. What I had was a very predictable fight that has been somehow saved by an unpredictable ending with Tony Stark dying.What alternatives could we have?Just top of mind:1) Thanos gets the Gauntlet but doesn't snap his fingers. Due to the pride he decides to face the Avengers using the Infinity Stones like a badass.It would be a really entertaining fight with Thanos changing time, moving to portals, using power stone etc. Killing some of the heroes would also add more emotions to that.And we can really see what the whole series was about - the Stones. Stones which makes you superior to any superhero.Especially if we take into account the fact that Thanos is supersmart. He may not win with the Stormbreaker Thor but he can definitely outsmart him and the other Avengers in a fight.Apart from the one Avenger. Tony Stark. So the whole ending would be a 'who is smarter' battle between him and Tony Stark. And then Stark somehow gets the Gauntlet and snaps the fingers.2) Thanos gets the Gauntlet and gives the Avengers the tough choice.He throws a big rock on New York City (to wrap the story up). And now the Avengers have to decide - do we fight with Thanos or do we help innocent people survive?So they are about to go help the New Yorkers but Dr Strange stops them. He says ""You can't go. We have only one chance. And we have to do it together. Whatever it takes."".How much better it would be? A lot. Even better than the Infinity War which I consider the best action-movie ever made.",positive
It was an amazing culmination for the first phases of the MCU.,positive
"Yay! This ends the marvel movie franchise! What? It's doesn't. Ugh. Oh well, at least this wraps up a lot, ends the major villain plot, has a few laughs, and gives everyone a moment to shine. Sure it has a million logic and continuity flaws, but who cares when you're breezing through so fast. Doesn't feel like three hours and well worth watching. That said, I never want to see another marvel movie let alone re-watch one.",positive
I have never seen any movie like Avengers Endgame in my life . It Is the most unique and ambitious movie I have seen in my entire life . Endgame end's the first Era of the MCU Perfectly . 10/10 A+,positive
"Infinity War is just too big of a movie to overcome & Endgame suffers from trying to do it. The pacing was bad. Some characters are misrepresented & their arcs are ruined by doing so. Somehow this movie can't handle the amount of characters in it, but it's predecessor do it really great. Disappointing.",positive
Not fair to Thor. 5/10 Cheesy jokes and So conclusion. Just A Business Movie on Super Hyped Fan base.,negative
"""Yeah I guess you are right : This movie is a total mess with complete insignificant plot. I don't know what happened in the Russo's head while making the scenario. They must have hung their ideas with something like : We must satisfy our fans and give'em everything they've ever dream to see in a super-hero movie. Such an idiot way to think huuh? Seriously this movie sucks, with no emotion, no value. Everyone who liked this movie are complete idiots and should calm down. By the way the CGI is terrible and the acting is weird.""-From the biggest random, heartless, no emotion, idiot, unbelievably reckless, completely unattractive, purely uninspiring, poor, ugly, rude, very unpleasant, inhuman, horrible persons in the world.",positive
"I have never in my entire life experienced such a bunch of feelings like this... I could say it was a tornado of shocks, enthusiasm, laughter, sadness, loss. Marvel had created another life in the true life that we live in. Love you 3000.",positive
"I won't spoil. All those who love that genre should have already seen it. But if you didn't, save some bucks and time.There only 1 moment, probably lasting few minutes, where I felt something: I took this as a tribute to Stan Lee and so I increased my final score. That part is touching. Really.
For the rest, you may read below. No spoil.The most boring yawning film ever.
Nothing really happens.
It's a movie with no spine no plot and actors act less than mediocrely.
Maybe good for children for the presence of animals speaking to humans.",positive
"I love the marvel films, and ive waited a year for this and i was not disappointed.Ive rated it 8/10 on 2 reasons.Spoiler Alert:: do not read this next part if you don't want to know.I was bit bored when i came to the middle part of the movie, not much action but was still ok for story wise.
My other reason is because they killed off my favourite character and i would of preferred they lived 😢",positive
"This perfectly ties the entire Avengers ""series"" together, with an ending that left me sad but content. Marvel does INCREDIBLE with every movie but this one hit different. If you haven't seen it yet, I suggest refreshing yourself with some past movies, obviously there are a ton of references and ties from the entire story.",positive
"Avengers: Endgame is a 2019 American superhero film based on the Marvel Comics superhero team the Avengers, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures. It was directed by Anthony and Joe Russo and written by Christopher Markus and Stephen McFeely and features an ensemble cast including Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner and so on.Avengers 3 ended with Thanos carrying out the Snap and wiping out half of all life across the universe, including certain prominent Marvel heroes who fans already know must return in some form for their own movies. Most notable among these is Spider-Man, who plucked heartstrings with a tearful farewell in Tony Stark's arms, yet will swoop back onto screen in July for Spider-Man Far From Home.Fellow original, Chris Hemsworth's Thor, has another spectacular reinvention whch the actor and audience alike revel in, while Mark Ruffalo's Hulk/Banner dilemma gets the resolution hinted so heavily in the early posters. There is enormous joy being had in subverting both characters yet again and the humour is irresistible. I'm just not entirely sure it helped an already overloaded film find its tone or pacing.It is a great movie, highly enjoyable and does a remarkable job servicing the entire array Marvel movies that have come before. If sometimes it feels a little self-indulgent and self-revereantial, that is understandable and forgivable. I just wish it had been a tiny bit bolder and more brutal in its choices.",positive
"Lots of creepy characters, lots of meaningless action scenes, a vast number of superheroes (None having any purpose whatsoever) together make this extravaganza of buffoonery which had the world dancing to its tune. Thank God the franchise is over, or else we would have to bear the pain of people going crazy and wasting hours over discussing the piece of c.. that it was. Iron Man dying in the end looked ludicrous. Really feeling like my time, money and energy have been robbed by the makers. Hollywood please make more meaningful movies. We know you are capable of doing that.",positive
"This movie took my expectations and shattered them. I was stuck glued to the theater screen for all 3 hours not wanting to look away or blink. The perfect blend of humor, action, and emotionally powerful scenes. At first I was finding to tough to believe they would be able to surpass the events of Infinity War, but I knew the Russo Brothers and great team behind this movie were gonna be able to pull it off. And they did just that. The hour of the movie left me with tears of joy and tears of sadness at the time. By the time I was leaving the movie theater my eyes were and stingy due to the amount of tears I had cried. As someone who has been watching MCU movies since the very beginning and seen every single one this move was true worth the 10+ year wait. Could not be happier.",positive
"Usually i don't have an habit to review each movie as it comes out but finds myself writing this review as i was so hyped for this movie.The directors was so focused about the proper send off ROBERT DOWNY JR that they literally ignored the mistakes that they committed in the movie.Real Question is that in order to win it was really required iron man to sacrifice himself ?
he was in possession of all infinity stones,instead of snapping he can really use the REALITY STONE to make a joke out of thanos and his army.
also the directors Treatment for character like HULK and Thor was so disappointed specially HULK ""WE LITERALLY DESERVE THANOS VS HULK REMATCH"".
Also at various moments there is a small pause is required so that the importance of that moment can be shown but it was missing eg CAPTAIN holding Hammer should be given some time so that it would felt like something big has happened.
and lets not even talk about the messy time travel and that captain growing old part.
All in all really disappointed with the movie and literally not worth all the hype it is getting.",positive
"I really liked Infinity war,but endgame is so much boring.
Thor and Hulk were totally wasted.Average CGI and actions.Some dialogues felt forced and totally
unnecessary.I expected more from marvel.
The Infinity war ending was much better and epic.I will take endgame as an alternate ending",negative
"This is a great film, although it's slow start, it does make up for it towards the rest of the film. Truly recommended for those marvel fanatics.",positive
"I remember when i watched for the first time this move ,i was so upset after seeing the fat Thor and i considered this movie to be one of the worst movies ever,but last night i saw the movie again (i really don't like the Avengers series,excepting Infinity War ,although i like MCU as a whole ) and suddenly i realised this movie is as good as Spiderman Far From Home .This is really a great movie , hmmm !",positive
"With a perfect respect to both death and life, Endgame lived up to the definition of closure. The intricate plot takes you through laughter and tears, joy and grief, anticipation and thrill. The cast and the crew did an incredible job in pulling off the task set before them.",positive
"I'm not sure what the fascination is with people who desire to be so 'edgy' that they can shave their face with their bare hands...but looking at some of the 1/10 reviews here, it's a common fascination.Some have fixated on 'plot holes' as a result of the time travel elements of the movie...its TIME TRAVEL. It's literally impossible to make a movie containing that topic and not be left with questions, since you can always interpret cause and effect/paradox elements of a time travel movie.This film is actually peak marvel perfection. I review a film on how well it keeps me enthralled by asking myself how many times I thought about having a cigarette during a movie.Now I rarely actually leave for one but if I'm thinking about it, im not fully engrossed.Endgame made me forget I even smoked for its entire 3hr runtime (the added runtime making it even more challenging to acchieve). I cant possibly rate higher.When I finally got outside I would describe the cigarette I had as less the feeding of a habit; and more as post coital.Even as the darker film of the franchise they still bring some humor and avoid going full 'DC Dark'; and you still genuinely root for the characters, terrified for their possible fates.The third act is nothing short of absolutely epic and my advice would be to be mindful of your surroundings...as the person next to you is at risk of damage on the several occasions where you can (and will) punch the air.And if you dont have tears in your eyes towards the end, then you are the person the snap deserved to get.The Russo's have done it again. You pair of geniuses!!!",positive
"When I was a kid(I was 12),I remember when I watched Iron Man for first time and I didn't know that is the start of MCU. Then,3 years later I find out whats going on. I can't belive It is over now. Tony Stark was a hero in every movie,he always have to do ""the right thing"". In the New York he was who risk it all,and then in Infinity war he goes to space to protect the world. He is TRULY HERO of the MCU! It is so sad beacause he left his beloved wife and daughter behind to save the universe. I am sad beacuse he is gone(small part of me hope he will come back from past and live his life with family) but that is the way it had to be. I am also happy on the second hand that he was willing to die for everbody. It stared with "" I am ironman"" and that is how it end. Every journery has an end. Thank you Marvel Studio, it was beautiful journery,I can't wait to watch it one day with my children.
I don't want to make other characthers less worthy,I think they all was amazing but I want to give this honour to Tony.
Enjoy the movie guys 🌌",positive
"Wow .. ok the story is straight forward ,yes sometimes too much to process and if u think about it you might find flows but the main thing that made that movie great is just how easily it makes you fell every emotion the scene wants you to feel , you want to cry you will cry or at least feel terribly sad u want to laugh , be exited you will 100% . Also the amount of references is a a lot .
Honestly I don't think they (MCU) can top that at least on the emotional scale .",positive
"So yeah Endgame happened. Definitely an enjoyable movie with a lot of fan service, but did it live up to the hype? Did it finalize an era of epic proportions? Was it the best MCU movie of all time? In my opinion - no. Before digging into the negative, let's take a look at the positive. It was an enjoyable movie with great fan service and call backs. Cap whispering ""Hail Hydra"" in an ear while on an elevator with the same people from Cap 2. Cap wielding both Thor hammers and using them in conjunction with his shield. Let's not forget at the end getting to see old man Rogers. Endgame hits you in the emotions right at the beginning by killing off Clint's family, but then turns him into a badass ninja. That epic Easter egg of Harley at Stark's funeral. Hopefully now people will respect Iron Man 3 a little more (still the best of the Iron Man series). For the most part any comic fan knows going into this movie that everything will end with everything back to normal and that is somewhat the case. Now I'm going to dip into some negative. A rat pretty much saved everyone. If not for that rat Scott would still be in the quantum realm. Yeah you could say Tony was working on time travel already too, but was he really? Time travel is a double edge sword. On 1 hand it's cool and can open doors for all kinds of cool things to happen, but at the same time it's a cop out. Now any time something bad happens and creators paint themselves into a corner they can just go back in time. Not only is it an easy way out, but it creates a lot of questions and plot holes (Where is Vision?!?!?!). What really doesn't help is when creators try to go and explain it after to fans and contradict themselves in the process - just don't explain it. Also now Hulk has permanent damage? Hello he heals and what hurts him makes him stronger. I also didn't like pausing the movie and forcing that feminism moment in the middle of a fight. It was forced and really on the nose. Once again the MCU has killed off a good villain and a major character. Don't worry I know as a comic reader nobody stays dead (plus we never saw Stark's body go in the ground). I get these actors want to move on to other things, but don't kill them off. I mean why couldn't you just let Tony have a win. He was finally happen. Let the character take a break and if RDJ doesn't want to come back later, recast the character. Think of it as an artist change on a comic book. Of course the idea of Harley taking the Iron Man mantle does have me intrigued. Dipping back into some positive. I loved how the Hulk was done in this and want more smart hulk. Fat Thor was hilarious and well done. It was nice to see Thor get his hammer back too and him getting to talk to his mom again. The scenes with Tony and his dad were great. Steve getting to go back and get his dance with Peggy. The Avengers 1 scenes and now Loki is alive? With the conclusion of this movie we have 5 dead characters - Thanos, Vision, Black Widow, Gamora (not same Gamora is back), and Iron Man (I love you 3000). This movie seems to have raised more questions bs solved/answered them, but maybe that was the plan as we move into phase 4.",positive
"We've spent 11 years waiting for this peak 3 hours. Thank you Marvel. It was the most ""everything"" I've ever seen.",positive
"I used to hail this film as some sort of masterpiece for months, and then every time I rewatched it I just started to like it less. To Endgame's credit, it wraps up a lot of things beautifully and has some genuinely tear-jerking scenes. Tony, Steve, Natasha and Clint had their arcs wrapped up fantastically (even if Steve has a bit of a grey area relating to another 100 year old man he said he'd be with ""until the end of the line"") and the CGI is obviously top tier. Coupled with an absolutely incredible third act that is paced perfectly, filled with some of the best delivered fan service I have ever seen and has one of the most epic, emotionally powerful scenes that I have ever seen from any film, and it always gives me goosebumps.But when you take away that third act as well as the payoffs that were executed well, Endgame starts to fall apart quickly. Thor and Hulk had genuinely awful conclusions to their character arcs. Thor's one is definitely the most divisive among fans and I definitely see what they tried to do and it certainly made sense considering the narrative, but the way it was executed just didn't work. Hulk on the other hand was just straight up confusing, with his entire arc that was built up through Infinity War being solved OFF SCREEN and then not having him do anything for a good chunk of the movie. Not only that but the movie is a complete mishmash of tones. It's argued that Infinity War also had this problem to some extent, but it was able to actually balance those tones well considering the movie's structure and pacing. In Endgame, the emotional scenes and the comedy scenes are too close together and don't get enough time to breathe. I know it might be too much to ask a three hour movie to take a little more time with its pacing, but the second act of this film is an utter mess. Granted, some of the emotional scenes do work and the jokes aren't half bad (unless they involve Thor), but they are placed so sporadically that it just comes off as distracting. THEN there's the whole time travel fiasco. The time travel in Endgame, when explained, does genuinely make sense, it's just that when they try to incorporate the Infinity Stones into the time travel as if they control the flow of time then the movie collapses. It completely contradicts what we've been led to believe about the time travel that they're trying to do and generally doesn't make any sense. If they're simply going to an alternate timeline that's in the past, then what part do the Infinity Stones actually play in that? I get changing stuff will create another timeline, but the Infinity Stones creating the flow of time doesn't make a lick of sense at all. And everyone's made a load of memes about it already, but the rat being the thing to kickstart the movie is impossibly contrived and dumb, regardless of Doctor Strange's plan. I don't wanna put a spoiler warning on this review so I won't explain the exact details, but it really is ridiculous.Other than the second act of the film throwing a wrench in the entire product, the first act is really well done, if just a tad boring at times. It has a consistent tone, balances the comedy and drama relatively well, basically does everything that the second act should've. Even with all of the time travel stuff, Endgame would be a whole lot better if the second act was actually cohesive and had a good balance of tones.Overall, is Endgame a decent film? I'd say yes, and a satisfying one at that. But is it good? Hard question, because the film is technically well made and has a good first and third act, it's just that the third act takes up so much of the movie and puts so many holes and issues into the whole product. Is it as good as Infinity War? HELL no. Infinity War is still a fantastic film that does everything this movie did but correctly (minus the time travel of course). It is a shame to see the final chapter of the MCU almost go down in flames and to only be saved by a competently done third act, but I guess the Russo's just got a bit carried away when trying to wrap things up.",positive
If you like spending three hours listening to explosions and ridiculous plot then this is the movie for you.,negative
"I have stayed away from the internet so that I didn't get to find out any of the storyline and spoil watching the film.
This film had a tough act to follow but overall I think it did. My only criticism is that it maybe tried to be too funny at times, Infinity war was a much darker film. You can't please everyone and some of the really low ratings and bad reviews on here are ridiculous, some people need to get a grip.
Overall this is a great film, full of twists, action, surprises, emotion and humour.
Judge for yourselves!
If this truly is the end of the road for some of the main characters I'm curious as to the focus of future Marvel films.",positive
"THERE ARE NO WORDS. NO WORDS AT ALL HOW TRULY SATISFYING & BITTERSWEET THIS FILM IS!!!! Everything, I mean everything exceeded my expectations from beginning to end.Its the Return Of The Jedi, Return Of The King and The Undiscovered Country of the Marvel Cinematic Universe.10/10!",positive
There are so many surprises and twists in this film. I believe it's really a perfect ending for the first decade of MCU!! Couldn't be better!!,positive
"I love this movie not just because there are fan service moments, but the writing is woven together from previous Marvel films and this phase of the MCU culminates in grand style. The fan moments are justified then, because of the writing and the story offers balance. There is no shortage of humor, as you would expect; It has become a stapel to have in a Marvel movie. I can connect with the characters (protaganists) who after losing to Thanos in Infinty War must accept that defeat and move on with that sour taste still in their mouths. This is something most of us have more than likely had to deal with at one point or another in their lives: Defeat and how to pick ourselves up after losing. People can say what they want about the different issues and ""plotholes"" but honestly, ""Avengers Endgame"" closes out this phase in the MCU in such an epic way.. It'll be interesting to see how they should attempt to top this!",positive
"The very best of Marvel, without the cheap filler. Endgame is a near perfection. It's an emotional journey, the culmination of 20 other marvel films. It's hard to understand how the Russo brothers got this oh, so right.Gone is the awful comedy from Captain Marvel, none of the boedom from Ant-man and the Wasp. What we get here, to quote Thanos from Infinity War, is ""perfect balance"". There is still humour, but it's generally very well placed.It really is the very best of Marvel. There are the awesome set pieces we first saw in Thor: Ragnarok, there's all the fan service you can ask for, but I can't say much more without spoiling the film.Even as somewhat of a Marvel skeptic, I really enjoyed Endgame. Even if it does have a few faults. There were a couple of moments that seemed slightly dull. But they were as I say 'moments', remarkable for a 3 hour film. It definitely didn't outstay it's welcome. I wanted more at the end, but I still felt satisfied.There were a few long overdue scenes. I particularly enjoyed the moments of service to the female characters of the MCU. They have been well overdue, especially considering characters such as Black Widow, have never had their own feature film, yet still arguably is one of the most badass, pulling some of the wildest fight moves. But it wasn't in your face, it was well placed.The film wraps up wonderfully, a real powerful conclusion. And I refuse to say any more. I wish I could argue the finer points of this wonderful film, but I won't spoil it.Go and see it, and if you can manage to push yourself through Ant-Man and the Wasp, watch that, then infinity war, first. I wouldn't bother watching Captain Marvel first if you haven't seen it, it's completely unnecessary, and by far the worst marvel movie in years.Anyway, go and enjoy this wonderful film. Have fun!",positive
"It is absolutely the best....I can say without doubt...there are many movies in the universe...but endgame is one in a billion....action packed,emotional ... good story...full of humour. There's nothing like it",positive
A film to make it unpredictable should not be sacrificed like this. should not be watched with great expectation. I am very sad.,positive
"Best endgame for The 10 years, you won't believe your own eyes and it's surpass of all the expectation.Part of journey is the end.""I am Iron Man""
-Iron Man/Tony Stark",positive
"The special effects are top notch, but the film is very bloated at 3 hours when its a simple tale of a cop out time travel ending. There exists a ""De-Feminized Fanedit"" that proves the point, at a little less than half the length it tells the same story in tighter and frankly more effective form. No random appearance of immersion breaking over powered mary sues and the rest, just a slog fight of actual avengers and superheros working together for a single goal because it's necessary, and not because some over powered character feels some kind of sick amusement at watching everyone else do most of the work.
What could have been a perfect two part send off is marred by this modern faddish politics being inserted into all entertainment to its detriment, hopefully this will all soon pass and simply will be remembered as a strange marker of its times.",positive
"What the?......how could i have enjoyed Infinity war so much and find this to be a bunch of total incoherent crap? leave the Time Traveling to the experts like Dr Who. I wont even go into the all the plot holes and no sense paradoxes as i'm sure many have already done but what a sad ending to a wonderful journey? and please Disney, please lay off on the Wokey preaching crap its getting tedious, lets just have a good story eh and leave the politics to the Politicians?",negative
"Movie throughout was a bunch of thrill... Every 10 min from starting have something new.... Though I won't spoil anything.. Thus didn't like Thor's condition... And yes movie has a quite emotional ending... Have been watching all movie. Since 2008.. it was heartaching.. that my childhood favorite characters... Will not be there on screen... No Thor, no cap, no iron man, no black widow, no Hulk ..... Very emotional moment for me.. But hats off to everyone...",positive
I love this movie so much... and i want them to establish a new film and dont stop,positive
"So, Shell wouldn't go to the cinema to sit through a three-hour Marvel film, especially after Infinity War felt a bit lacklustre for me and she just right out disliked it. So, I waited for it to come out on Blu-Ray. And as I am a self-confessed geek and huge Marvel fan, this was tricky, not only that but I managed to avoid the majority of spoilers, though not only, but I'm alright with that as knowing what is going to happen in a film doesn't bother me as I enjoy it moment from moment.Overall, I enjoyed it, the first two hours did drag in places and could have been condensed into an hour, but the final hour was absolutely brilliant, from the moment I heard 'On your left' I couldn't stop smiling. The final hour was Marvel at it's best, every character had their little moment in the spotlight and with a cast so huge that was no mean feat. Full of action, humour and shocks. And this is a film for the original Avengers, they were the stars, the majority of other Marvel actors/actresses got a very easy pay check, I finally figured out why Gwyneth Paltrow did not realise Sebastian Stan was in the same film as her!Well, I am not going to go into the story here, as the majority of people who take the time to read this have already seen it and those who haven't are probably like Shell and just do not care! But I did want to think about some of the characters journeys.Captain America, Chris Evans turned out to be the perfect choice for this role, a role that could have ended up twee and self-righteous and overly patriotic was played with a gentle humour and sense of kindness, honesty and questioning, he was the leader you wanted to follow. Robert Downey Jr is undoubtably the only person you can see as Iron Man now, it is a character I have never really liked because of his arrogance but whilst that is certainly there so is his humanity and he has turned someone who was written to be sometimes unlikable into a role model for the new generation of Marvel fans. Chris Hemsworth Thor again could have been a stereotypical powerful God who destroys everything, but the humour he has as well as the self-deprecating nature of Mr Hemsworth is superb, Thor Ragnarök is truly a marvellous Action Comedy and his turn in this film had a desperation to it as well as being bliming funny. Mark Ruffalo stopped the curse of the Hulk actors and proved you can play both Bruce and Hulk, though the character design was bit odd in this one. Scarlett Johansson had the most difficult job of bringing what could've been a one-dimensional assassin to life and she turned her into a leader and gave her layers that sometimes the comic book character lacked. Though she was sometimes over-powered in the humour stakes by the others! And finally , from the main characters, Jeremy Renner as Hawkeye, a human firing arrows, surrounded by Gods and Aliens, personally I loved his take on the character, you could believe that he could sit side by side with these legends and earn their respect, plus he had some awesome one-liners throughout the films. Also, big hand to Don Cheadle for actually getting to do something this movie, War Machine stepped up! So did Karen Gillan as Nebula, so glad to see where she will be appearing next. And Brie Turner continues to show what a superb character Captain Marvel can be in the right hands.Now, I'm looking forward to seeing what they do with Wanda and Vision and how? Also are The Falcon and Winter Soldier going to be a double act to follow Riggs and Murtaugh or will they be more PInky and the Brain. What is the storyline of Black Widow going to be? As well as follow ups for Black Panther, Doctor Strange and now Spiderman (well done Sony and Marvel execs). Is the new generation going to lead Marvel into the 20's with style, like a modern-day Charleston! Looking forward to the next Roaring Twenties!What was a very good three-hour film could've been an awesome 2 and bit hour film. But that's just being picky as it was a great ending to this stage of the Marvel story and to various characters storylines and the beginning of the next phase and other characters taking centre stage (a whole lot of spoilers avoided here!). And just like everyone else I googled who the lad was at the end. The whole thing gets a 15/20 for me but that final hour a 20/20.",positive
"The MCU was something we shared from its start with Iron Man back when he was 8. He loved the Sam Raimi (sp?) Spider-Man movies as well, so you can imagine how excited he was when he heard about that character's reboot. I am so thankful to Marvel. They gave my son an epic story of heroism, friendship, sacrifice, and purpose. I got to revisit my childhood on the big screen in a way I never dreamed possible.",positive
"The movie is
One of the best movies that I ever watched it was to emotional and too exiting f... I cried 3 times at it the twist was very good and a very amazing directors and for real thank you Russo brothers and thank you Stan Lee for this masterpiece and may you rest in peace Stan",positive
"It's just great, I don't want to spoil anything, just trust me. But to make it even better, watch the first iron man and captain America: the first avenger again if you already have or for the first time (and obviously you have to have seen infinity war, but you don't need to rewatch it if you have already seen it)",positive
"Big Marvel fan!! Wanted to get that out of the way before I start!Its just that the way Infinity war was directed and handled overall, Endgame had to up its game and thats where it fell a bit short, I feel. I knew time travel was always in play(so its not even a spoiler); however the direction, screenplay and science of time travel part was weakly handled. I am a huge time travel concept fan(Primer and Time crimes being the best). With the slow pace in the 1st act establishing the foundation for the rest of the movie, I thought they would do justice to the science, implication and the wit of time travel. So I expected a mature take on it. Three things could have been better to complete the time travel ark:-
1. The ripples it created in the alternate timeline were spoken of but not addressed at all when things started to go south in the original timeline.
2. Smart inserts of how original movies had certain scenes which were inexplicible then could have been attributed to this movie's time travel plot. Eg. In Harry Potter and the Prisoner of Azkaban, the russtle of leaves heard by Hermoine initially was understood when the time travel ark started. Something like that would have made a true Marvel fan giggle with delight. Missed a trick there.
3. Hulk explained that putting the stones back in its place will kill the offshoot timelines - meaning it could possibly invalidate the movie's timeline too!! But that was not addressed; am sure story writers had thought this through, just couldnt translate that in the screenplay.Its best moments can be summarized under 2 points:-
1. Humor (not top grade...nonethess prevalent throughout the movie)
2. NostalgiaBest handled characters in following order:-
1. Iron Man
2. Captain America
3. Thor
4. Hulk
5. Hawkeye andRaw deal for characters which were seemingly important for Phase 4 of MCU
1. Captain Marvel
2. Black Widow and Thanos
2. Dr. Strange
3. Spiderman
4. Black Panther
5. Vision (no screen time??! Unless you consider Howard Stark's driver Jarvis's voice)Although, I seem to be cynical rather than delighted fan with this review, overall I enjoyed the movie; worth a re-watch to catch the missed 1 one liners :)And if someone at Marvel is looking for Ideas to cash-in on nostalgia, Captain America's final scene can be a movie in itself(and hopefully someone will consider in future)!!!Good Luck Marvel...for Phase 4!...Looking forward to!",positive
